name,city_clean,city_tier,location,cusine,rating,votes,cost_for_two,price_tier,has_online_order,has_table_booking,delivery_only,anom_iqr_cost,anom_zscore_cost,anom_isoforest,operational_risk
Grand Spicy Bawarchi,Hyderabad,Tier 1,Gachibowli,"North Indian, Mughlai, Chinese, Seafood, Biryani",2.9,69,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Tabla,Hyderabad,Tier 1,Kukatpally,"North Indian, Andhra, Chinese, South Indian",2.8,837,800.0,Premium (700-1500),True,True,False,False,False,False,True
Punjabi Affair,Hyderabad,Tier 1,Gachibowli,"North Indian, Chinese, Mughlai",2.6,67,800.0,Premium (700-1500),False,True,False,False,False,True,True
Madurai Kannappar Mess,Chennai,Tier 1,Poonamalle,Biryani,2.8,35,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Dwaraka Veg Restaurant,Hyderabad,Tier 1,Panjagutta,"South Indian, North Indian, Chinese",2.6,142,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Kobe Sizzlers,Chennai,Tier 1,Vadapalani,"Continental, Italian, Steak, Chinese",2.8,107,800.0,Premium (700-1500),False,False,False,False,False,False,True
Savoury Sea Shell,Chennai,Tier 1,Okkiyampet,"Arabian, Chinese, North Indian, Lebanese, Salad",2.6,62,1400.0,Premium (700-1500),False,False,False,True,False,True,True
The Yum Yum Tree,Hyderabad,Tier 1,L B Nagar,"Fast Food, Lebanese",2.7,199,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Adyar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,78,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Royapettah,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.4,107,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Cafe Coffee Day Express,Chennai,Tier 1,Velachery,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,79,650.0,Mid-range (300-700),False,False,False,False,False,True,True
Cafe Coffee Day,Chennai,Tier 1,Vadapalani,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,61,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Cafe Coffee Day,Chennai,Tier 1,Ashok Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,56,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Grand Sandarshini Inn,Hyderabad,Tier 1,Koti,"North Indian, Chinese",2.7,27,700.0,Premium (700-1500),True,False,False,False,False,False,True
Country Dine,Hyderabad,Tier 1,Ameerpet,"North Indian, Chinese",2.8,79,700.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Anna Nagar West,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.3,66,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Cafe Coffee Day,Chennai,Tier 1,Virugambakkam,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,47,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,T. Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,31,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Ramapuram,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,40,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Guindy,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,34,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Nungambakkam,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,29,600.0,Mid-range (300-700),False,False,False,False,False,False,True
The Chocolate Room,Hyderabad,Tier 1,Habsiguda,"Cafe, Desserts, Italian",2.8,115,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Ashok Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,41,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,K.K. Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,39,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Gopalapuram,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,30,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Sangamam,Chennai,Tier 1,Ambattur,"Chettinad, North Indian, Chinese, South Indian",2.6,114,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Alwarpet,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,26,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Kelambakkam,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Poonamalle,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,24,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Chetpet,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,22,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Mylapore,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,18,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Ambattur,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day - Lounge,Chennai,Tier 1,Palavakkam,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,20,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,East Coast Road (ECR),"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Teynampet,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,18,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,GST Road,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,17,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chennai,Tier 1,Anna Nagar West,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,10,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Hotel Junior Kuppanna,Chennai,Tier 1,Vadapalani,"South Indian, Chinese, Biryani",2.5,116,700.0,Premium (700-1500),True,False,False,False,False,True,True
Hotel Junior Kuppanna,Chennai,Tier 1,Kanchipuram District,"South Indian, Chinese, Biryani",2.8,110,700.0,Premium (700-1500),True,False,False,False,False,False,True
Hotel Junior Kuppanna,Chennai,Tier 1,Mogappair,"South Indian, Chinese, Biryani",2.9,68,700.0,Premium (700-1500),True,False,False,False,False,False,True
Sweet Magic,Hyderabad,Tier 1,Gachibowli,"Mithai, North Indian, Andhra, South Indian, Chinese",2.7,105,700.0,Premium (700-1500),False,False,False,False,False,False,True
Long Live Pizza,Chennai,Tier 1,GST Road,"Pizza, Fast Food",2.6,60,750.0,Premium (700-1500),True,False,False,False,False,True,True
Olive and Basil,Chennai,Tier 1,Egatoor,"Thai, Chinese, Continental, Momos, North Indian",2.9,26,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Long Live Pizza,Chennai,Tier 1,Kelambakkam,Pizza,2.8,11,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Eatalio's,Pune,Tier 1,Kothrud,"Cafe, Italian, Fast Food, Momos",2.8,16,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Nachiyar Authentic Chettinad Restaurant,Chennai,Tier 1,Choolaimedu,"North Indian, Lebanese, Juices, Desserts, Chettinad, Chinese",2.9,67,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Chennai Rawther Biriyani,Chennai,Tier 1,Parrys,"Chinese, Chettinad, Seafood, Biryani",2.8,25,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chennai Rawther Biriyani,Chennai,Tier 1,Park Town,"Chinese, Chettinad, Seafood, Biryani",2.4,21,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Anjappar,Chennai,Tier 1,Velachery,"Chettinad, North Indian, Chinese",2.8,261,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Chromepet,"Chettinad, North Indian, Chinese",2.8,264,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Medavakkam,"Chettinad, North Indian, Chinese",2.5,200,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Anjappar,Chennai,Tier 1,Thuraipakkam,"Chettinad, North Indian, Chinese",2.6,208,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,T. Nagar,"Chettinad, North Indian, Chinese",2.8,160,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Ashok Nagar,"Chettinad, North Indian, Chinese",2.4,159,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Anjappar,Chennai,Tier 1,Tambaram,"Chettinad, North Indian, Chinese",2.7,138,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Sea Shore Garden Restaurant,Chennai,Tier 1,Mahabalipuram,"Seafood, North Indian",2.8,8,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Palavakkam,"Chettinad, North Indian, Chinese",2.9,85,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Triplicane,"Chettinad, North Indian, Chinese",2.4,74,600.0,Mid-range (300-700),False,False,False,False,False,True,True
Anjappar,Chennai,Tier 1,Ambattur,"Chettinad, North Indian, Chinese",2.6,71,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,Parrys,"Chettinad, North Indian, Chinese",2.6,54,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Anjappar,Chennai,Tier 1,T. Nagar,"Chettinad, North Indian, Chinese",2.6,48,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Happy Foods,Hyderabad,Tier 1,Miyapur,"Biryani, North Indian",2.7,0,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Flambe Food Court,Pune,Tier 1,Dhanori,"North Indian, Chinese, Biryani, Mughlai",2.6,55,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Arabian Mandi,Hyderabad,Tier 1,ECIL,Biryani,2.7,20,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Ankapur Chicken,Hyderabad,Tier 1,Saroor Nagar,South Indian,2.9,8,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Jugo Cafe,Chennai,Tier 1,Meenambakkam,"Cafe, Fast Food, Beverages",2.9,16,750.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Adoniya,Chennai,Tier 1,Alwarpet,"Cafe, Desserts",2.7,9,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Hello Curry,Hyderabad,Tier 1,Hyderabad City,"North Indian, Biryani, South Indian",2.8,92,600.0,Mid-range (300-700),False,False,True,False,False,False,True
Apple Bee's,Chennai,Tier 1,Semmancheri,"Arabian, Chinese, North Indian, Seafood",2.6,336,700.0,Premium (700-1500),True,False,False,False,False,True,True
Rahman Biriyani,Chennai,Tier 1,Selaiyur,"Biryani, Chinese, Chettinad",2.8,184,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Rahman Biriyani,Chennai,Tier 1,Medavakkam,"Biryani, Chinese, Chettinad",2.6,103,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Rahman Biriyani,Chennai,Tier 1,Kelambakkam,"Biryani, Chinese, Chettinad",2.8,67,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Krishnavillasam - The Home Of Classics,Chennai,Tier 1,Adyar,"South Indian, North Indian, Chinese, Kerala",2.8,490,850.0,Premium (700-1500),False,True,False,False,False,False,True
Cake Park,Chennai,Tier 1,Kodambakkam,"Bakery, Desserts, Fast Food",2.7,29,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cake Park,Chennai,Tier 1,Egmore,"Bakery, Desserts, Fast Food",2.9,15,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chicking,Kochi,Tier 2+,MG Road,"Fast Food, Burger",2.7,94,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Chicking,Kochi,Tier 2+,Kakkanad,"Fast Food, Burger",2.6,76,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Pasta de Indifused,Chennai,Tier 1,Porur,Italian,2.9,4,600.0,Mid-range (300-700),True,False,False,False,False,False,True
WOW! Momo,Kochi,Tier 2+,MG Road,"Fast Food, Chinese, Momos",2.4,46,500.0,Mid-range (300-700),False,False,False,False,False,True,True
WOW! Momo,Kochi,Tier 2+,Kaloor,"Fast Food, Chinese, Momos",2.9,23,500.0,Mid-range (300-700),False,False,False,False,False,False,True
WOW! Momo,Kochi,Tier 2+,Palarivattom,"Fast Food, Chinese, Momos",2.9,19,500.0,Mid-range (300-700),False,False,False,False,False,False,True
WOW! Momo,Kochi,Tier 2+,Panampilly Nagar,"Fast Food, Chinese, Momos",2.5,22,500.0,Mid-range (300-700),False,False,False,False,False,True,True
Golden Sun Restaurant,Chennai,Tier 1,Mahabalipuram,"Continental, North Indian, South Indian",2.8,11,800.0,Premium (700-1500),False,False,False,False,False,False,True
Adaminte Chayakkada,Kochi,Tier 2+,Nedumbassery,"Kerala, South Indian",2.8,9,500.0,Mid-range (300-700),False,False,False,False,False,False,True
Nila,Kochi,Tier 2+,Edappally,"Kerala, South Indian",2.8,85,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Malabar Plaza,Kochi,Tier 2+,Kaloor,"South Indian, Kerala, Arabian, Biryani, Chinese",2.9,21,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Cheelgadi Veg Restaurant,Jaipur,Tier 2+,Mansarovar,"North Indian, South Indian, Chinese, Italian",2.8,91,900.0,Premium (700-1500),True,False,False,False,False,False,True
7 Square Restaurant,Ahmedabad,Tier 1,Vastral,"North Indian, Chinese, Italian, Mexican",2.7,85,800.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Kochi,Tier 2+,MG Road,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,37,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Momoman,Ahmedabad,Tier 1,Sarkhej,"Momos, Chinese",2.9,40,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Amer,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.4,52,700.0,Premium (700-1500),False,False,False,False,False,True,True
Teppenyaki,Ahmedabad,Tier 1,Vastrapur,Chinese,2.6,77,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Vidhyadhar Nagar,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.8,58,700.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Malviya Nagar,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.8,32,700.0,Premium (700-1500),False,False,False,False,False,False,True
K.R. Bakes,Kochi,Tier 2+,Elamkulam,"Burger, Beverages, Continental",2.7,23,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Vaishali Nagar,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.4,42,700.0,Premium (700-1500),True,False,False,False,False,True,True
K.R. Bakes,Kochi,Tier 2+,Kalamassery,"Burger, Beverages, Continental",2.7,23,550.0,Mid-range (300-700),False,False,False,False,False,False,True
K.R. Bakes,Kochi,Tier 2+,Vyttila,"Burger, Beverages, Continental",2.6,17,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Bais Godam,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.8,34,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Mansarovar,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.5,50,700.0,Premium (700-1500),True,False,False,False,False,True,True
Cafe Coffee Day,Jaipur,Tier 2+,Adarsh Nagar,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.6,38,700.0,Premium (700-1500),False,False,False,False,False,True,True
K.R. Bakes,Kochi,Tier 2+,Tripunithura,"Burger, Beverages, Continental",2.9,8,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Sodala,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.6,37,700.0,Premium (700-1500),True,False,False,False,False,True,True
Havmor - The  Eatery,Ahmedabad,Tier 1,Nikol,"Fast Food, Street Food, Desserts",2.6,286,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Jaipur,Tier 2+,Chitrakoot,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.6,28,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Jaipur,Tier 2+,Jhotwara,"Cafe, Beverages, Sandwich, Fast Food, Desserts",2.5,29,700.0,Premium (700-1500),True,False,False,False,False,True,True
Havmor - The Eatery,Ahmedabad,Tier 1,Satellite,"Fast Food, Street Food, Desserts",2.9,209,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Potlee Rooftop Restaurant,Jaipur,Tier 2+,Jagatpura,"North Indian, Chinese, South Indian, Kebab",2.8,6,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Havmor - The Eatery,Ahmedabad,Tier 1,Bopal,"Fast Food, Street Food, Desserts",2.8,106,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Havmor - The Eatery,Ahmedabad,Tier 1,Subhash Bridge,"Fast Food, Street Food, Desserts",2.7,91,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Cheenavala,Kochi,Tier 2+,Pallimukku,"Street Food, South Indian, Kerala",2.7,23,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Atlanta Cafe and Restaurant,Kochi,Tier 2+,Edappally,"North Indian, South Indian, Biryani",2.7,20,700.0,Premium (700-1500),False,False,False,False,False,False,True
Sam's Pizza,Ahmedabad,Tier 1,Infocity,"Pizza, Fast Food",2.6,326,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Sam's Pizza,Ahmedabad,Tier 1,Chandkheda,"Pizza, Fast Food",2.7,281,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Pal Dhaba,Chandigarh,Tier 2+,"Phase 3, Mohali",North Indian,2.3,250,800.0,Premium (700-1500),True,False,False,False,False,True,True
Capricorn Restaurant,Ahmedabad,Tier 1,Naroda,"North Indian, Chinese",2.8,43,600.0,Mid-range (300-700),False,False,False,False,False,False,True
Zaika Restaurant,Kochi,Tier 2+,Marine Drive,"South Indian, North Indian",2.9,13,500.0,Mid-range (300-700),False,False,False,False,False,False,True
We Desi,Ahmedabad,Tier 1,Bopal,North Indian,2.9,4,900.0,Premium (700-1500),True,False,False,False,False,False,True
Real Tasty,Kochi,Tier 2+,Kaloor,"Kerala, Arabian",2.6,12,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Junagarh  Restaurant,Jaipur,Tier 2+,Mansarovar,"North Indian, Chinese",2.9,19,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Harvest Restaurant,Kochi,Tier 2+,Vyttila,"North Indian, South Indian",2.9,8,500.0,Mid-range (300-700),True,False,False,False,False,False,True
Suraj Restaurant,Jaipur,Tier 2+,Brahmpuri,"North Indian, South Indian",2.6,13,550.0,Mid-range (300-700),False,False,False,False,False,False,True
Grill'd' 'n' More,Ahmedabad,Tier 1,West Ahmedabad,"Fast Food, Burger",2.8,19,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Captain Sam's Pizza,Chandigarh,Tier 2+,Panchkula,"Pizza, Fast Food, Salad",2.9,4,800.0,Premium (700-1500),True,False,True,False,False,False,True
Sonic,Goa,Tier 2+,Anjuna,"Continental, Chinese, Goan, North Indian",2.5,34,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Sher-A-Punjab,Goa,Tier 2+,Calangute,"North Indian, Mughlai, Goan, Seafood",2.7,38,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Q Kitchen & Bar,Goa,Tier 2+,Candolim,"European, Thai, North Indian",2.7,19,1600.0,Luxury (1500+),False,False,False,True,True,True,True
Devthaal Restaurant,Jaipur,Tier 2+,Mansarovar,"North Indian, Fast Food, Chinese",2.9,6,800.0,Premium (700-1500),True,False,False,False,False,False,True
Yo! China,Chandigarh,Tier 2+,"Phase 11, Mohali","Chinese, Fast Food",2.7,67,1200.0,Premium (700-1500),True,False,False,True,False,True,True
Hotel Mahadev Palace,Jaipur,Tier 2+,Jagatpura,North Indian,2.9,4,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Pizza Hut,Chandigarh,Tier 2+,Chandigarh Industrial Area,"Pizza, Fast Food",2.8,14,800.0,Premium (700-1500),True,False,False,False,False,False,True
Butter Pub,Goa,Tier 2+,Panaji,Finger Food,2.5,30,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Goodluck Chicken Hub,Ahmedabad,Tier 1,Bopal,"North Indian, Seafood",2.8,20,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Rice Up,Ahmedabad,Tier 1,Satellite,"North Indian, BBQ",2.8,10,700.0,Premium (700-1500),True,False,False,False,False,False,True
Munching Room,Ahmedabad,Tier 1,Chandkheda,"Pizza, Fast Food",2.7,7,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Munching Room,Ahmedabad,Tier 1,Infocity,"Pizza, Fast Food",2.5,6,600.0,Mid-range (300-700),True,False,False,False,False,True,True
Stiff Waves,Goa,Tier 2+,Bogmalo,"Chinese, Continental, Goan, Seafood, North Indian",2.7,17,1000.0,Premium (700-1500),False,False,False,True,False,True,True
Max Express,Ahmedabad,Tier 1,Bopal,"Mughlai, North Indian",2.7,38,700.0,Premium (700-1500),True,False,True,False,False,False,True
Unique Restaurant & Banquet,Ahmedabad,Tier 1,Nikol,"Chinese, North Indian",2.8,8,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Shree Marutinandan Kathiawadi Restaurant,Ahmedabad,Tier 1,Gota,"North Indian, Chinese, Fast Food",2.7,73,650.0,Mid-range (300-700),False,False,False,False,False,False,True
Cafe Coffee Day,Ahmedabad,Tier 1,Satellite,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,69,700.0,Premium (700-1500),True,False,False,False,False,True,True
Khane Khaas,Chandigarh,Tier 2+,"Sector 5, Panchkula","North Indian, Chinese",2.8,101,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chawla's²,Chandigarh,Tier 2+,MDC,"North Indian, Mughlai",2.6,572,600.0,Mid-range (300-700),True,False,False,False,False,False,True
Chawla's²,Chandigarh,Tier 2+,"Sector 46, Chandigarh",North Indian,2.6,73,700.0,Premium (700-1500),True,False,False,False,False,True,True
Cafe Bunk House,Goa,Tier 2+,Baga,"Continental, Goan, Mexican",2.7,9,1200.0,Premium (700-1500),False,False,False,True,False,True,True
Cafe Coffee Day,Ahmedabad,Tier 1,Prahlad Nagar,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,41,700.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Ahmedabad,Tier 1,Bodakdev,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.4,27,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Ahmedabad,Tier 1,Kankaria,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,57,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Ahmedabad,Tier 1,Satellite,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,34,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Ahmedabad,Tier 1,C G Road,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,27,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Ahmedabad,Tier 1,Gurukul,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,22,700.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Ahmedabad,Tier 1,Ambavadi,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.6,17,700.0,Premium (700-1500),False,False,False,False,False,True,True
Hot Millions,Chandigarh,Tier 2+,"Sector 17, Chandigarh","North Indian, Chinese, South Indian, Fast Food, Beverages",2.3,194,800.0,Premium (700-1500),False,False,False,False,False,True,True
Balton's Pub,Goa,Tier 2+,Majorda,"Goan, Seafood",2.9,5,1000.0,Premium (700-1500),False,False,False,True,False,False,True
Chawla's,Chandigarh,Tier 2+,"Sector 40, Chandigarh","North Indian, Chinese, Mughlai",2.7,219,800.0,Premium (700-1500),True,False,False,False,False,False,True
Domino's Pizza,Jaipur,Tier 2+,C Scheme,"Pizza, Fast Food",2.7,1198,700.0,Premium (700-1500),True,False,False,False,False,False,True
Cafe Coffee Day,Chandigarh,Tier 2+,"Sector 36, Chandigarh","Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,60,700.0,Premium (700-1500),True,False,False,False,False,False,True
Veri Feni - The Lalit,Goa,Tier 2+,Palolem,Finger Food,2.8,7,2500.0,Luxury (1500+),False,False,False,True,True,True,True
Cafe Coffee Day,Chandigarh,Tier 2+,"Sector 23, Chandigarh","Beverages, Cafe, Sandwich, Fast Food, Desserts",2.7,23,700.0,Premium (700-1500),False,False,False,False,False,False,True
Talk of The town,Jaipur,Tier 2+,Shyam Nagar,"North Indian, Rolls, Kebab",2.9,106,650.0,Mid-range (300-700),True,False,False,False,False,False,True
Cafe Coffee Day,Chandigarh,Tier 2+,"Sector 19, Chandigarh","Beverages, Cafe, Sandwich, Fast Food, Desserts",2.5,40,700.0,Premium (700-1500),False,False,False,False,False,True,True
Talk Of The Town,Jaipur,Tier 2+,Vaishali Nagar,"North Indian, Mughlai",2.9,4,800.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Chandigarh,Tier 2+,Kharar Road,"Beverages, Cafe, Sandwich, Fast Food, Desserts",2.9,8,700.0,Premium (700-1500),False,False,False,False,False,False,True
Cafe Coffee Day,Chandigarh,Tier 2+,"Sector 10, Chandigarh","Beverages, Cafe, Sandwich, Fast Food, Desserts",2.4,21,700.0,Premium (700-1500),False,False,False,False,False,True,True
Cafe Coffee Day,Chandigarh,Tier 2+,"Sector 28, Chandigarh","Beverages, Cafe, Sandwich, Fast Food, Desserts",2.8,21,700.0,Premium (700-1500),False,False,False,False,False,False,True
Club Zero Gravity,Goa,Tier 2+,Vagator,Asian,2.8,5,1500.0,Luxury (1500+),False,False,False,True,False,True,True
TGB Cafe n Bakery,Ahmedabad,Tier 1,Satellite,"Bakery, Fast Food",2.8,43,550.0,Mid-range (300-700),True,False,False,False,False,False,True
TGB Cafe n Bakery,Ahmedabad,Tier 1,Sola,"Bakery, Fast Food",2.8,20,550.0,Mid-range (300-700),True,False,False,False,False,False,True
TGB Cafe n Bakery,Ahmedabad,Tier 1,Gota,"Bakery, Fast Food",2.9,6,550.0,Mid-range (300-700),True,False,False,False,False,False,True
Barista,Chandigarh,Tier 2+,"Sector 8, Panchkula","Cafe, Fast Food, Coffee, Desserts, Beverages",2.9,9,600.0,Mid-range (300-700),False,False,False,False,False,False,True
